timestamp,req_per_sec,avg_latency_s,cpu_usage_cores,memory_usage_bytes,replica_count,energy_joules
1752409031.4870474,0.24,4.1055,0.0,0,1,0.0
1752409032.1400256,156.45,0.0581,0.0,0,1,0.0
1752409037.0863578,173.86,0.0551,0.0,0,1,0.0
1752409042.0529516,182.88,0.0523,0.0,0,1,0.0
1752409047.1434076,159.22,0.062,0.0,0,1,0.0
1752409052.1434357,161.18,0.0597,0.0,0,1,0.0
1752409057.1445653,162.05,0.0575,0.0,0,1,0.0
1752409102.5327404,0.0,0,0.0,0,1,0.0
