concurrent_users,requests_per_second,total_requests,successful_requests,cpu_percent,memory_percent,replicas,error_rate_percent,response_time_avg,response_time_max,response_time_p95,response_time_p99,complexity_avg,complexity_max,throughput_per_replica,run_number,scenario_name,timestamp,test_duration,efficiency_score
31,437.2,928,928,1.4,20.3,4,0.0,0.0691,0.0972,0.085,0.0887,278.1,400,109.31,2,lunch_spike,1754402874,2.1,109.31
37,523.5,1446,1446,1.6,20.3,4,0.0,0.0692,0.1007,0.0876,0.0934,275.9,400,130.88,3,lunch_spike,1754402879,2.8,130.88
22,309.1,1504,1504,1.5,20.3,4,0.0,0.0705,1.0622,0.0831,0.087,275.7,400,77.27,4,lunch_spike,1754402886,4.9,77.27
35,313.7,1344,532,2.6,20.4,4,60.42,0.07,1.0817,0.0854,0.0902,275.7,400,78.43,5,lunch_spike,1754402890,1.7,31.05
27,89.2,1828,157,2.7,20.4,4,91.41,0.0718,0.1137,0.1057,0.1127,276.6,398,22.29,6,lunch_spike,1754402894,1.8,1.91
28,383.9,910,910,2.6,20.4,4,0.0,0.0715,0.1237,0.0928,0.1176,272.9,400,95.97,7,lunch_spike,1754402898,2.4,95.97
39,357.6,1242,551,3.2,20.3,4,55.64,0.0706,0.0996,0.0915,0.096,272.2,400,89.4,8,lunch_spike,1754402902,1.5,39.66
27,371.0,1408,1315,3.8,20.3,4,6.61,0.0706,0.1476,0.0888,0.1356,199.8,250,92.76,1,afternoon_drop,1754402914,3.5,86.63
36,497.9,1064,927,4.0,20.3,4,12.88,0.0689,0.1209,0.0906,0.1078,201.0,250,124.47,2,afternoon_drop,1754402918,1.9,108.44
42,349.5,1322,542,4.1,20.3,4,59.0,0.0744,0.1566,0.1089,0.125,200.2,250,87.37,3,afternoon_drop,1754402922,1.6,35.82
27,242.1,1352,474,3.8,20.3,4,64.94,0.0706,0.1154,0.0868,0.0919,200.0,250,60.53,4,afternoon_drop,1754402926,2.0,21.22
40,493.7,1272,944,3.7,20.3,4,25.79,0.0692,0.1014,0.0874,0.095,200.5,250,123.43,5,afternoon_drop,1754402930,1.9,91.6
32,180.8,1514,283,3.1,20.3,4,81.31,0.0681,0.0936,0.0856,0.0933,204.1,250,45.2,6,afternoon_drop,1754402934,1.6,8.45
33,251.1,1054,335,2.9,20.3,4,68.22,0.0746,0.1193,0.0942,0.0987,199.6,250,62.77,7,afternoon_drop,1754402937,1.3,19.95
44,322.9,1220,449,3.2,20.3,4,63.2,0.0796,0.1826,0.1512,0.1623,200.0,250,80.72,8,afternoon_drop,1754402940,1.4,29.71
29,164.2,1448,259,2.9,20.3,4,82.11,0.0737,0.1395,0.1166,0.1378,201.8,250,41.06,9,afternoon_drop,1754402944,1.6,7.34
27,211.8,1200,338,2.7,20.3,4,71.83,0.0718,0.1212,0.0958,0.1042,199.5,250,52.95,10,afternoon_drop,1754402948,1.6,14.92
29,227.7,1818,506,2.8,20.3,4,72.17,0.0707,0.0964,0.0875,0.0924,275.7,450,56.92,1,volatile_traffic,1754402957,2.2,15.84
47,496.8,1128,719,2.8,20.3,4,36.26,0.0743,0.166,0.1267,0.1609,285.5,449,124.2,2,volatile_traffic,1754402961,1.4,79.16
60,244.9,1646,378,2.6,20.3,4,77.04,0.0795,0.17,0.1569,0.1679,275.7,450,61.23,3,volatile_traffic,1754402964,1.5,14.06
29,205.0,1704,421,2.3,20.3,4,75.29,0.0744,0.1145,0.1034,0.1099,274.9,450,51.24,4,volatile_traffic,1754402968,2.1,12.66
56,21.6,1544,26,2.7,20.4,4,98.32,0.0684,0.0764,0.0752,0.0764,276.2,446,5.39,5,volatile_traffic,1754402972,1.2,0.09
40,76.9,2028,139,2.5,20.4,4,93.15,0.0987,0.1333,0.1293,0.1323,271.4,449,19.24,6,volatile_traffic,1754402975,1.8,1.32
42,211.0,1110,229,2.3,20.4,4,79.37,0.078,0.1588,0.1236,0.1326,273.2,449,52.74,7,volatile_traffic,1754402979,1.1,10.88
38,267.7,1934,572,2.2,20.4,4,70.42,0.0708,0.1084,0.0902,0.0969,275.5,450,66.92,8,volatile_traffic,1754402983,2.1,19.79
64,594.2,3218,1883,1.9,20.4,4,41.49,0.071,0.1055,0.0905,0.0982,398.9,500,148.54,1,stress_test,1754402996,3.2,86.92
82,613.2,2528,1446,2.0,20.4,4,42.8,0.0827,0.1534,0.1106,0.1319,401.5,500,153.3,2,stress_test,1754403000,2.4,87.69
95,385.4,3046,1104,2.0,20.4,4,63.76,0.107,0.2468,0.1823,0.2165,397.8,500,96.35,3,stress_test,1754403005,2.9,34.92
64,312.0,3104,896,2.7,20.4,4,71.13,0.0803,0.177,0.1432,0.1639,400.2,499,77.99,4,stress_test,1754403010,2.9,22.51
91,67.9,2944,164,2.8,20.4,4,94.43,0.1341,0.2236,0.2125,0.2206,399.5,496,16.97,5,stress_test,1754403015,2.4,0.95
75,294.9,3428,911,4.1,20.4,4,73.42,0.0945,0.564,0.1702,0.2037,400.6,500,73.73,6,stress_test,1754403020,3.1,19.59
77,242.0,2510,513,4.5,20.4,4,79.56,0.0775,0.2246,0.1113,0.1325,398.6,500,60.49,7,stress_test,1754403024,2.1,12.36
99,15.4,2842,36,4.7,20.4,4,98.73,0.0867,0.1135,0.1095,0.1135,400.1,495,3.86,8,stress_test,1754403028,2.3,0.05
68,375.2,3298,1195,4.5,20.4,4,63.77,0.0878,0.22,0.1683,0.2,402.0,500,93.81,9,stress_test,1754403034,3.2,33.99
65,356.1,2800,997,4.5,20.4,4,64.39,0.0927,0.2199,0.1821,0.2133,404.3,500,89.02,10,stress_test,1754403038,2.8,31.7
39,440.1,2218,1434,4.6,20.4,4,35.35,0.0715,0.2153,0.09,0.1793,326.0,450,110.04,1,endurance_run,1754403049,3.3,71.14
57,520.8,1528,867,4.0,20.4,4,43.26,0.0744,0.1777,0.1063,0.1317,327.3,450,130.19,2,endurance_run,1754403052,1.7,73.87
70,185.9,2046,348,3.6,20.4,4,82.99,0.1057,0.1932,0.1672,0.1856,321.9,450,46.47,3,endurance_run,1754403056,1.9,7.9
39,195.7,2104,430,4.0,20.4,4,79.56,0.0803,0.1498,0.1341,0.1433,324.8,450,48.93,4,endurance_run,1754403061,2.2,10.0
66,159.3,1944,272,3.8,20.4,4,86.01,0.0889,0.3028,0.1572,0.1672,324.1,450,39.83,5,endurance_run,1754403064,1.7,5.57
50,155.9,2428,340,4.0,20.4,4,86.0,0.0815,0.1812,0.1488,0.168,330.2,450,38.96,6,endurance_run,1754403069,2.2,5.46
43,193.4,2298,464,4.1,20.4,4,79.81,0.0815,0.1804,0.161,0.1774,322.9,450,48.36,9,endurance_run,1754403076,2.4,9.76
40,321.1,1800,712,3.8,20.4,4,60.44,0.0775,0.1799,0.1568,0.1768,326.4,450,80.27,10,endurance_run,1754403081,2.2,31.75
84,263.6,3818,882,3.3,20.4,4,76.9,0.0896,0.1889,0.1312,0.1727,377.2,500,65.89,1,peak_stress,1754403091,3.3,15.22
102,45.4,3128,135,3.1,20.4,4,95.68,0.1844,0.3111,0.2631,0.2921,376.2,500,11.34,2,peak_stress,1754403096,3.0,0.49
115,205.3,3646,766,2.9,20.4,4,78.99,0.1469,0.288,0.2347,0.2621,380.7,500,51.32,3,peak_stress,1754403102,3.7,10.78
84,24.7,3704,74,2.2,20.4,4,98.0,0.1103,0.1843,0.1626,0.1843,381.5,499,6.18,4,peak_stress,1754403107,3.0,0.12
111,57.9,4752,224,2.4,20.4,4,95.29,0.15,0.2882,0.2557,0.2667,374.7,497,14.47,5,peak_stress,1754403113,3.9,0.68
95,630.7,4716,3045,2.5,20.4,4,35.43,0.1125,0.3353,0.1719,0.2262,374.3,500,157.68,6,peak_stress,1754403120,4.8,101.81
97,371.1,3110,1064,2.5,20.4,4,65.79,0.115,0.2485,0.1856,0.2116,376.4,500,92.78,7,peak_stress,1754403125,2.9,31.74
119,229.5,4746,965,3.3,20.5,4,79.67,0.1404,1.1656,0.2413,0.2833,376.8,500,57.39,8,peak_stress,1754403131,4.2,11.67
88,109.1,3898,362,3.1,20.5,4,90.71,0.1091,0.2261,0.1878,0.2089,381.8,500,27.28,9,peak_stress,1754403136,3.3,2.53
85,267.0,4946,1206,3.9,20.5,4,75.62,0.1047,0.2392,0.1738,0.212,374.2,500,66.76,10,peak_stress,1754403143,4.5,16.28
27,293.3,1408,802,4.4,20.4,4,43.04,0.0725,0.1678,0.0945,0.1126,498.9,600,73.34,1,cpu_intensive,1754403153,2.7,41.77
36,453.1,1064,854,4.5,20.4,4,19.74,0.0711,0.1131,0.0904,0.1018,501.9,600,113.28,2,cpu_intensive,1754403157,1.9,90.92
42,385.6,1322,671,4.7,20.4,4,49.24,0.0715,0.1164,0.0894,0.1018,499.1,600,96.4,3,cpu_intensive,1754403161,1.7,48.93
40,8.0,1272,10,4.6,20.4,4,99.21,0.1075,0.122,0.122,0.122,497.3,600,2.01,5,cpu_intensive,1754403165,1.2,0.02
32,442.2,1514,1425,5.2,20.4,4,5.88,0.0705,0.1272,0.0887,0.1028,499.9,600,110.55,6,cpu_intensive,1754403170,3.2,104.05
33,420.6,1054,840,4.5,20.4,4,20.3,0.071,0.1242,0.0891,0.0987,499.7,600,105.16,7,cpu_intensive,1754403174,2.0,83.81
44,237.3,1220,315,4.1,20.4,4,74.18,0.0719,0.1022,0.0895,0.0972,499.9,599,59.33,8,cpu_intensive,1754403178,1.3,15.32
29,227.8,1448,461,4.4,20.4,4,68.16,0.0725,0.1124,0.0907,0.1016,494.9,600,56.94,9,cpu_intensive,1754403182,2.0,18.13
27,162.0,1200,247,4.5,20.4,4,79.42,0.071,0.0975,0.0877,0.0929,501.6,600,40.49,10,cpu_intensive,1754403186,1.5,8.33
17,189.4,1008,431,5.7,20.4,4,57.24,0.068,0.0944,0.0822,0.0844,100.9,150,47.35,1,long_duration,1754403195,2.3,20.24
26,342.2,664,464,5.4,20.4,4,30.12,0.0663,0.0932,0.0825,0.0873,101.7,150,85.55,2,long_duration,1754403198,1.4,59.78
32,422.3,922,672,4.9,20.4,4,27.11,0.0648,0.0891,0.0813,0.086,99.4,150,105.57,3,long_duration,1754403202,1.6,76.94
17,21.1,952,20,4.7,20.4,4,97.9,0.0782,0.1301,0.1301,0.1301,101.5,149,5.28,4,long_duration,1754403205,0.9,0.11
30,184.2,872,212,4.4,20.4,4,75.69,0.0739,0.1458,0.1327,0.1438,100.1,150,46.06,5,long_duration,1754403208,1.2,11.2
22,253.6,1114,560,3.8,20.4,4,49.73,0.068,0.0954,0.0826,0.0874,101.8,150,63.4,6,long_duration,1754403212,2.2,31.87
23,155.0,654,125,3.7,20.4,4,80.89,0.0695,0.0946,0.0846,0.0936,99.1,150,38.74,7,long_duration,1754403215,0.8,7.4
34,169.9,820,156,3.1,20.4,4,80.98,0.072,0.1071,0.101,0.1051,95.7,149,42.48,8,long_duration,1754403218,0.9,8.08
19,231.8,1048,607,2.4,20.4,4,42.08,0.0685,0.0948,0.0838,0.0912,99.5,150,57.96,9,long_duration,1754403223,2.6,33.57
17,127.4,800,156,2.0,20.4,4,80.5,0.0673,0.0926,0.0832,0.0904,99.4,150,31.85,10,long_duration,1754403226,1.2,6.21
