concurrent_users,requests_per_second,total_requests,successful_requests,cpu_percent,memory_percent,replicas,error_rate_percent,response_time_avg,response_time_max,response_time_p95,response_time_p99,complexity_avg,complexity_max,throughput_per_replica,run_number,scenario_name,timestamp,test_duration,efficiency_score
39,179.0,680,131,3.6,20.5,3,80.74,0.0757,0.1148,0.1048,0.1128,169.6,297,59.67,10,morning_ramp,1754401553,0.7,11.49
23,335.9,1026,1026,2.9,20.5,3,0.0,0.0674,0.1118,0.0827,0.1011,150.5,200,111.95,1,evening_decline,1754401563,3.1,111.95
17,225.6,1008,1008,2.8,20.5,3,0.0,0.0747,0.1951,0.1353,0.1774,149.9,200,75.2,2,evening_decline,1754401569,4.5,75.2
26,366.2,664,664,2.8,20.5,3,0.0,0.069,0.109,0.0851,0.0929,151.0,200,122.08,3,evening_decline,1754401573,1.8,122.08
25,317.9,734,462,2.7,20.5,3,37.06,0.0662,0.087,0.0833,0.0853,148.8,200,105.98,4,evening_decline,1754401577,1.5,66.71
17,56.2,952,61,2.7,20.5,3,93.59,0.088,0.1726,0.1323,0.1726,145.5,200,18.73,5,evening_decline,1754401580,1.1,1.2
30,297.5,872,480,2.3,20.5,3,44.95,0.0696,1.0736,0.0862,0.0964,148.5,200,99.17,6,evening_decline,1754401583,1.6,54.59
22,266.6,1114,767,1.9,20.5,3,31.15,0.0739,0.2055,0.1267,0.1796,150.4,200,88.86,7,evening_decline,1754401588,2.9,61.18
23,41.5,654,26,2.2,20.4,3,96.02,0.0747,0.1458,0.0839,0.1458,153.5,199,13.82,8,evening_decline,1754401591,0.6,0.55
21,307.5,1066,1057,2.1,20.4,3,0.84,0.0673,0.1132,0.0827,0.093,148.9,200,102.51,9,evening_decline,1754401597,3.4,101.64
19,277.3,1048,1048,2.4,20.5,3,0.0,0.0675,0.097,0.0823,0.0871,149.8,200,92.44,10,evening_decline,1754401602,3.8,92.44
28,405.6,1654,1654,2.9,20.4,3,0.0,0.068,0.1312,0.0843,0.1136,276.7,400,135.19,1,lunch_spike,1754401614,4.1,135.19
48,677.3,956,956,2.7,20.4,3,0.0,0.0672,0.1026,0.0855,0.0913,276.2,400,225.76,2,lunch_spike,1754401617,1.4,225.76
31,364.6,928,542,2.9,20.5,3,41.59,0.067,0.0984,0.0856,0.0929,279.4,400,121.53,3,lunch_spike,1754401621,1.5,70.98
37,16.6,1446,22,2.5,20.5,3,98.48,0.0752,0.093,0.0906,0.093,298.0,397,5.54,4,lunch_spike,1754401624,1.3,0.08
22,291.8,1504,1222,4.1,20.5,3,18.75,0.0708,0.1958,0.0911,0.1501,275.7,400,97.27,5,lunch_spike,1754401630,4.2,79.03
35,327.9,1344,579,4.4,20.5,3,56.92,0.0685,0.1234,0.0922,0.1153,275.3,400,109.29,6,lunch_spike,1754401634,1.8,47.08
49,13.5,1080,13,4.3,20.5,3,98.8,0.118,0.1347,0.1347,0.1347,250.1,344,4.49,10,lunch_spike,1754401641,1.0,0.05
33,482.0,1426,1426,4.6,20.4,3,0.0,0.0674,0.136,0.0867,0.1148,199.9,250,160.65,1,afternoon_drop,1754401651,3.0,160.65
27,321.0,1408,1407,4.4,20.4,3,0.07,0.0707,3.0678,0.0873,0.1123,199.9,250,107.01,2,afternoon_drop,1754401657,4.4,106.93
36,447.9,1064,743,4.6,20.4,3,30.17,0.0678,0.1087,0.087,0.0986,200.8,250,149.28,3,afternoon_drop,1754401661,1.7,104.25
42,323.2,1322,478,4.3,20.4,3,63.84,0.0658,1.0843,0.0795,0.0892,199.0,250,107.72,4,afternoon_drop,1754401664,1.5,38.95
27,59.8,1352,77,3.8,20.4,3,94.3,0.069,0.0896,0.0848,0.0896,205.2,249,19.93,5,afternoon_drop,1754401668,1.3,1.14
40,20.7,1272,24,3.9,20.4,3,98.11,0.0676,0.0898,0.0821,0.0898,197.7,248,6.9,6,afternoon_drop,1754401671,1.2,0.13
32,72.1,1514,106,3.9,20.4,3,93.0,0.0684,0.0902,0.0842,0.089,203.7,250,24.05,7,afternoon_drop,1754401675,1.5,1.68
29,57.4,1448,83,3.7,20.4,3,94.27,0.0779,0.1064,0.1013,0.1064,195.2,250,19.13,10,afternoon_drop,1754401680,1.4,1.1
42,623.5,1854,1854,2.9,20.4,3,0.0,0.0662,0.0966,0.0842,0.0889,273.6,450,207.85,1,volatile_traffic,1754401690,3.0,207.85
29,292.1,1818,789,2.8,20.4,3,56.6,0.0671,0.0951,0.0845,0.0898,273.7,450,97.37,2,volatile_traffic,1754401695,2.7,42.26
47,360.1,1128,449,2.4,20.4,3,60.2,0.0688,0.1246,0.0905,0.0976,284.3,449,120.05,3,volatile_traffic,1754401698,1.2,47.78
60,39.7,1646,58,3.0,20.4,3,96.48,0.0702,0.1581,0.0891,0.1581,267.6,444,13.23,4,volatile_traffic,1754401702,1.5,0.47
29,304.8,1704,832,2.5,20.4,3,51.17,0.07,0.1137,0.0977,0.1085,275.3,450,101.61,5,volatile_traffic,1754401707,2.7,49.61
56,301.9,1544,449,3.6,20.5,3,70.92,0.0711,1.0752,0.0977,0.1229,278.7,450,100.64,6,volatile_traffic,1754401710,1.5,29.27
40,180.8,2028,393,3.4,20.5,3,80.62,0.0753,0.1248,0.1047,0.1214,279.7,449,60.28,7,volatile_traffic,1754401714,2.2,11.68
42,456.9,1110,665,3.1,20.5,3,40.09,0.0668,0.093,0.0853,0.0884,273.2,450,152.3,8,volatile_traffic,1754401718,1.5,91.24
38,390.1,1934,1052,3.7,20.5,3,45.6,0.0692,0.1363,0.095,0.1192,276.6,450,130.02,9,volatile_traffic,1754401723,2.7,70.73
77,476.6,3254,1655,4.9,20.5,3,49.14,0.0965,0.2004,0.1463,0.1734,399.1,500,158.85,1,stress_test,1754401735,3.5,80.79
64,432.0,3218,1469,5.0,20.5,3,54.35,0.0828,0.2265,0.1414,0.1901,397.8,500,143.99,2,stress_test,1754401740,3.4,65.73
82,14.3,2528,32,4.8,20.5,3,98.73,0.1103,0.1823,0.1711,0.1823,375.9,481,4.78,3,stress_test,1754401745,2.2,0.06
95,347.8,3046,1097,5.5,20.5,3,63.99,0.1271,1.0973,0.2093,0.3022,399.5,500,115.94,4,stress_test,1754401750,3.2,41.76
64,228.9,3104,705,5.6,20.5,3,77.29,0.0942,0.5956,0.1708,0.1987,398.1,499,76.31,5,stress_test,1754401755,3.1,17.33
91,6.2,2944,16,5.8,20.5,3,99.46,0.0719,0.0841,0.0841,0.0841,399.2,496,2.08,6,stress_test,1754401760,2.6,0.01
99,313.4,2842,1018,5.5,20.5,3,64.18,0.1505,0.3565,0.2629,0.3233,404.6,500,104.47,9,stress_test,1754401770,3.2,37.42
68,449.5,3298,1592,5.1,20.5,3,51.73,0.0878,1.0813,0.183,0.2244,401.2,500,149.84,10,stress_test,1754401776,3.5,72.33
52,556.7,2254,1467,4.5,20.5,3,34.92,0.0693,0.1401,0.0913,0.1276,327.8,450,185.58,1,endurance_run,1754401785,2.6,120.78
39,58.7,2218,118,5.1,20.5,3,94.68,0.0773,0.1386,0.1124,0.1295,323.3,450,19.56,2,endurance_run,1754401790,2.0,1.04
57,7.4,1528,10,5.0,20.5,3,99.35,0.0704,0.0811,0.0811,0.0811,311.7,403,2.45,3,endurance_run,1754401793,1.4,0.02
70,64.6,2046,116,4.4,20.5,3,94.33,0.0943,0.1877,0.1755,0.1837,321.8,447,21.54,4,endurance_run,1754401797,1.8,1.22
39,31.1,2104,59,5.0,20.5,3,97.2,0.097,0.1169,0.1166,0.1169,315.9,447,10.36,5,endurance_run,1754401801,1.9,0.29
52,414.6,1510,718,4.2,20.5,3,52.45,0.0746,0.1448,0.1126,0.1308,328.9,450,138.2,8,endurance_run,1754401808,1.7,65.72
48,575.1,2334,1773,4.1,20.5,3,24.04,0.0686,0.1196,0.0883,0.0986,326.3,450,191.71,9,endurance_run,1754401814,3.1,145.63
43,232.4,2298,561,3.9,20.5,3,75.59,0.0762,0.1634,0.1329,0.1564,324.5,450,77.48,10,endurance_run,1754401818,2.4,18.92
97,286.0,3854,1086,4.7,20.5,3,71.82,0.1294,0.2619,0.208,0.2432,379.0,500,95.35,1,peak_stress,1754401829,3.8,26.87
84,181.8,3818,648,3.9,20.5,3,83.03,0.111,0.1914,0.1665,0.1851,374.7,500,60.61,2,peak_stress,1754401835,3.6,10.29
102,221.4,3128,663,4.2,20.5,3,78.8,0.1276,0.2666,0.2097,0.227,377.9,500,73.8,3,peak_stress,1754401840,3.0,15.64
115,299.4,3646,1088,4.0,20.5,3,70.16,0.1412,0.294,0.2204,0.246,377.3,500,99.8,4,peak_stress,1754401845,3.6,29.78
111,319.6,4752,1577,4.9,20.6,3,66.81,0.151,0.3261,0.2527,0.2846,376.8,500,106.55,6,peak_stress,1754401856,4.9,35.36
95,329.4,4716,1550,4.9,20.6,3,67.13,0.1199,0.216,0.1804,0.1966,375.1,500,109.81,7,peak_stress,1754401862,4.7,36.09
97,88.7,3110,258,4.2,20.6,3,91.7,0.1459,0.2887,0.2606,0.2767,376.5,500,29.56,8,peak_stress,1754401867,2.9,2.45
119,312.0,4746,1499,5.1,20.6,3,68.42,0.1586,0.3589,0.261,0.3124,375.8,500,104.0,9,peak_stress,1754401874,4.8,32.85
88,18.7,3898,64,5.2,20.6,3,98.36,0.1687,0.2285,0.2245,0.2285,376.2,500,6.25,10,peak_stress,1754401880,3.4,0.1
33,95.4,1426,142,5.0,20.6,3,90.04,0.0927,0.1845,0.1676,0.1835,491.5,600,31.79,1,cpu_intensive,1754401888,1.5,3.17
27,277.7,1408,1408,5.0,20.6,3,0.0,0.0747,3.0841,0.0974,0.1267,499.4,600,92.56,2,cpu_intensive,1754401895,5.1,92.56
36,494.5,1064,1063,5.1,20.5,3,0.09,0.0706,0.1062,0.0895,0.0972,502.9,600,164.83,3,cpu_intensive,1754401900,2.1,164.67
42,46.2,1322,55,4.6,20.5,3,95.84,0.0862,0.1173,0.1132,0.1173,497.7,595,15.4,4,cpu_intensive,1754401903,1.2,0.64
27,373.6,1352,1352,4.0,20.5,3,0.0,0.0713,0.0985,0.0882,0.0937,499.8,600,124.53,5,cpu_intensive,1754401909,3.6,124.53
40,161.9,1272,207,4.5,20.5,3,83.73,0.0739,0.1162,0.1006,0.1132,498.1,599,53.97,6,cpu_intensive,1754401912,1.3,8.78
32,41.7,1514,57,4.1,20.5,3,96.24,0.0857,0.1108,0.1088,0.1108,501.8,600,13.89,7,cpu_intensive,1754401915,1.4,0.52
33,38.9,1054,38,3.7,20.5,3,96.39,0.0814,0.1017,0.1017,0.1017,487.3,599,12.96,8,cpu_intensive,1754401918,1.0,0.47
44,72.7,1220,80,6.3,20.5,3,93.44,0.0748,0.119,0.1039,0.119,495.7,598,24.22,9,cpu_intensive,1754401922,1.1,1.59
29,29.9,1448,40,6.9,20.5,3,97.24,0.0753,0.1127,0.0969,0.1127,492.6,587,9.97,10,cpu_intensive,1754401925,1.3,0.28
23,339.2,1026,1026,5.7,20.5,3,0.0,0.067,0.0955,0.0831,0.0889,100.5,150,113.06,1,long_duration,1754401935,3.0,113.06
17,246.2,1008,1008,5.3,20.5,3,0.0,0.0683,0.0864,0.082,0.0836,99.9,150,82.08,2,long_duration,1754401941,4.1,82.08
26,382.9,664,664,5.0,20.5,3,0.0,0.0661,0.0913,0.0826,0.0889,101.0,150,127.64,3,long_duration,1754401945,1.7,127.64
32,387.1,922,922,4.7,20.5,3,0.0,0.067,1.0739,0.083,0.0882,99.9,150,129.03,4,long_duration,1754401949,2.4,129.03
17,247.8,952,952,3.3,20.5,3,0.0,0.0678,0.1012,0.0831,0.0862,100.1,150,82.62,5,long_duration,1754401955,3.8,82.62
30,437.4,872,760,2.5,20.5,3,12.84,0.0648,0.0905,0.0825,0.0865,100.7,150,145.8,6,long_duration,1754401959,1.7,127.07
22,260.6,1114,627,2.2,20.5,3,43.72,0.0682,0.1247,0.0865,0.1096,99.6,150,86.87,7,long_duration,1754401964,2.4,48.89
23,325.8,654,565,1.9,20.5,3,13.61,0.0673,0.0947,0.0833,0.0916,99.4,150,108.59,8,long_duration,1754401967,1.7,93.81
19,144.0,1048,231,2.9,20.5,3,77.96,0.0691,0.1024,0.0934,0.0974,100.7,150,48.01,10,long_duration,1754401972,1.6,10.58
5,67.8,202,202,0.3,20.2,4,0.0,0.0735,0.0859,0.0816,0.0836,50.1,80,16.95,1,micro_load,1754402349,3.0,16.95
7,93.0,116,116,0.3,20.2,4,0.0,0.073,0.0832,0.0804,0.082,51.5,80,23.25,2,micro_load,1754402352,1.2,23.25
9,125.0,180,180,0.3,20.2,4,0.0,0.0704,0.0833,0.0824,0.0833,50.7,80,31.25,3,micro_load,1754402356,1.4,31.25
5,70.6,188,188,0.4,20.3,4,0.0,0.07,0.0842,0.0819,0.0835,50.8,80,17.64,4,micro_load,1754402361,2.7,17.64
8,110.2,168,168,0.4,20.3,4,0.0,0.072,0.0831,0.0819,0.0831,51.3,79,27.55,5,micro_load,1754402364,1.5,27.55
6,82.1,228,228,0.5,20.3,4,0.0,0.0724,0.0847,0.082,0.0839,53.0,80,20.53,6,micro_load,1754402369,2.8,20.53
7,98.0,112,112,0.5,20.3,4,0.0,0.0702,0.0842,0.0821,0.0837,48.4,80,24.49,7,micro_load,1754402372,1.1,24.49
9,123.9,154,154,0.6,20.3,4,0.0,0.071,0.0847,0.0819,0.0842,48.9,80,30.98,8,micro_load,1754402376,1.2,30.98
6,81.5,212,212,0.6,20.3,4,0.0,0.0724,0.0835,0.082,0.0835,50.0,80,20.39,9,micro_load,1754402380,2.6,20.39
5,66.4,150,150,0.6,20.3,4,0.0,0.0736,0.0833,0.0812,0.0833,48.0,80,16.59,10,micro_load,1754402385,2.3,16.59
9,121.2,302,302,0.7,20.3,4,0.0,0.0732,0.084,0.0813,0.0829,101.7,150,30.29,1,light_steady,1754402394,2.5,30.29
13,181.6,216,216,0.7,20.3,4,0.0,0.0694,0.085,0.0821,0.0834,101.0,150,45.4,2,light_steady,1754402397,1.2,45.4
13,187.4,232,232,0.8,20.3,4,0.0,0.0674,0.0856,0.0818,0.0852,99.4,150,46.86,3,light_steady,1754402401,1.2,46.86
9,122.4,288,288,0.8,20.3,4,0.0,0.0722,0.0847,0.0817,0.0839,100.4,149,30.6,4,light_steady,1754402405,2.4,30.6
15,209.0,268,268,0.8,20.3,4,0.0,0.0686,0.0862,0.0813,0.0841,98.6,150,52.26,5,light_steady,1754402409,1.3,52.26
11,149.7,328,328,0.8,20.3,4,0.0,0.0728,0.0856,0.0817,0.0843,102.8,150,37.42,6,light_steady,1754402413,2.2,37.42
12,166.7,212,212,0.8,20.3,4,0.0,0.0696,0.0843,0.0816,0.0833,98.4,150,41.67,7,light_steady,1754402416,1.3,41.67
11,151.0,316,316,0.9,20.3,4,0.0,0.072,0.0848,0.0812,0.084,99.9,150,37.75,8,light_steady,1754402420,2.1,37.75
10,138.7,312,312,0.9,20.3,4,0.0,0.0707,0.084,0.0813,0.083,98.2,150,34.66,9,light_steady,1754402425,2.3,34.66
9,123.7,250,250,1.1,20.3,4,0.0,0.0715,0.0848,0.0817,0.0847,100.9,150,30.92,10,light_steady,1754402429,2.0,30.92
13,180.0,504,504,1.0,20.3,4,0.0,0.0711,0.0899,0.0817,0.0846,139.2,200,45.0,1,moderate_consistent,1754402439,2.8,45.0
17,238.0,332,332,1.1,20.3,4,0.0,0.0699,0.0876,0.0829,0.0848,141.9,200,59.5,2,moderate_consistent,1754402442,1.4,59.5
20,281.2,460,460,1.1,20.3,4,0.0,0.0694,0.0928,0.0824,0.0863,141.2,200,70.3,3,moderate_consistent,1754402446,1.6,70.3
13,179.1,476,476,1.2,20.3,4,0.0,0.0719,0.089,0.0815,0.0834,139.1,200,44.78,4,moderate_consistent,1754402450,2.7,44.78
19,266.5,436,436,1.2,20.3,4,0.0,0.0697,0.0869,0.0824,0.0849,138.9,200,66.64,5,moderate_consistent,1754402454,1.6,66.64
15,206.3,556,556,1.4,20.3,4,0.0,0.0715,0.0927,0.0818,0.0858,142.6,200,51.57,6,moderate_consistent,1754402459,2.7,51.57
16,213.3,326,326,1.3,20.3,4,0.0,0.0719,0.0871,0.0823,0.0838,137.3,200,53.33,7,moderate_consistent,1754402463,1.5,53.33
15,211.4,532,532,1.2,20.3,4,0.0,0.0697,0.0891,0.0821,0.0842,138.8,200,52.86,8,moderate_consistent,1754402467,2.5,52.86
14,193.7,524,524,1.4,20.3,4,0.0,0.0709,0.0864,0.0822,0.0851,139.1,200,48.42,9,moderate_consistent,1754402472,2.7,48.42
13,180.1,400,400,1.4,20.3,4,0.0,0.0715,0.0932,0.0818,0.0844,138.6,200,45.02,10,moderate_consistent,1754402476,2.2,45.02
19,263.4,704,704,1.6,20.3,4,0.0,0.0709,0.0893,0.0833,0.0872,186.0,250,65.86,1,business_hours,1754402486,2.7,65.86
23,321.1,532,532,1.7,20.3,4,0.0,0.069,0.0932,0.0823,0.0871,186.0,250,80.28,2,business_hours,1754402490,1.7,80.28
23,327.6,566,566,1.6,20.3,4,0.0,0.0685,0.0898,0.0822,0.0858,185.1,250,81.91,3,business_hours,1754402493,1.7,81.91
19,267.5,676,676,1.4,20.3,4,0.0,0.0698,0.0872,0.0828,0.0847,184.1,250,66.87,4,business_hours,1754402498,2.5,66.87
25,348.3,636,636,1.9,20.3,4,0.0,0.0701,0.0959,0.0842,0.0909,186.7,250,87.07,5,business_hours,1754402502,1.8,87.07
21,292.7,756,756,1.7,20.3,4,0.0,0.0703,0.0869,0.0827,0.0852,186.0,250,73.18,6,business_hours,1754402507,2.6,73.18
22,289.9,526,526,2.0,20.3,4,0.0,0.0738,0.1172,0.0997,0.1126,184.0,250,72.49,7,business_hours,1754402511,1.8,72.49
21,295.5,732,732,1.9,20.3,4,0.0,0.0698,0.0952,0.0833,0.0863,184.8,250,73.87,8,business_hours,1754402515,2.5,73.87
20,287.0,724,724,2.4,20.3,4,0.0,0.0686,0.0892,0.0821,0.0861,186.7,250,71.76,9,business_hours,1754402520,2.5,71.76
19,264.8,600,600,2.4,20.3,4,0.0,0.0704,0.0943,0.0836,0.0868,186.4,250,66.21,10,business_hours,1754402524,2.3,66.21
26,367.4,904,904,2.7,20.3,4,0.0,0.0697,0.0962,0.0846,0.0906,223.7,300,91.84,1,peak_usage,1754402534,2.5,91.84
30,418.3,732,732,2.7,20.3,4,0.0,0.0696,0.0929,0.0861,0.0906,227.4,300,104.57,2,peak_usage,1754402537,1.8,104.57
33,456.4,860,860,2.8,20.3,4,0.0,0.0703,0.0997,0.089,0.094,224.4,300,114.09,3,peak_usage,1754402541,1.9,114.09
26,331.1,876,876,2.7,20.3,4,0.0,0.0776,0.1355,0.1164,0.1315,224.5,300,82.77,4,peak_usage,1754402546,2.6,82.77
32,453.2,836,836,2.9,20.3,4,0.0,0.0691,0.0979,0.0852,0.0924,229.4,300,113.29,5,peak_usage,1754402550,1.8,113.29
28,322.3,956,568,2.8,20.3,4,40.59,0.072,0.1335,0.0932,0.1108,226.9,300,80.59,6,peak_usage,1754402554,1.8,47.88
29,205.9,726,192,2.7,20.3,4,73.55,0.0788,0.1449,0.1217,0.1369,229.9,300,51.47,7,peak_usage,1754402557,0.9,13.61
34,296.9,810,312,3.1,20.3,4,61.48,0.0713,0.1006,0.0898,0.0955,224.3,300,74.22,8,peak_usage,1754402560,1.1,28.59
27,253.3,924,332,3.0,20.3,4,64.07,0.0671,0.1024,0.0838,0.0872,227.8,300,63.31,9,peak_usage,1754402563,1.3,22.75
26,313.1,800,460,2.9,20.3,4,42.5,0.0681,0.0923,0.0822,0.0859,227.1,300,78.28,10,peak_usage,1754402567,1.5,45.01
42,448.0,1608,938,2.8,20.3,4,41.67,0.0703,0.1237,0.0886,0.0968,299.8,400,111.99,1,flash_traffic,1754402576,2.1,65.33
51,417.5,1264,556,2.9,20.3,4,56.01,0.07,0.1239,0.091,0.1028,303.3,400,104.37,2,flash_traffic,1754402579,1.3,45.91
57,225.8,1522,326,2.9,20.3,4,78.58,0.0865,0.1978,0.1675,0.1847,305.2,400,56.46,3,flash_traffic,1754402583,1.4,12.09
42,276.6,1552,475,2.9,20.3,4,69.39,0.077,0.1781,0.1381,0.1761,300.8,399,69.16,4,flash_traffic,1754402587,1.7,21.17
55,187.6,1472,274,3.1,20.3,4,81.39,0.099,0.1913,0.1546,0.1628,299.9,400,46.89,5,flash_traffic,1754402590,1.5,8.73
47,197.4,1714,307,2.9,20.3,4,82.09,0.0698,0.0991,0.0886,0.0941,305.0,400,49.35,6,flash_traffic,1754402594,1.6,8.84
48,314.9,1254,400,2.6,20.3,4,68.1,0.07,0.0972,0.0878,0.0932,299.0,400,78.72,7,flash_traffic,1754402597,1.3,25.11
21,294.5,2008,1801,2.5,20.3,4,10.31,0.0697,0.0956,0.083,0.0881,173.5,250,73.63,1,sustained_burst,1754402614,6.1,66.04
25,228.3,1664,675,2.6,20.3,4,59.44,0.0807,0.1972,0.1436,0.1845,178.0,250,57.07,2,sustained_burst,1754402619,3.0,23.15
28,243.2,1922,636,2.5,20.3,4,66.91,0.0701,0.1214,0.0866,0.0947,174.5,250,60.8,3,sustained_burst,1754402624,2.6,20.12
21,256.2,1952,1307,2.7,20.3,4,33.04,0.0743,0.1415,0.1019,0.1217,175.2,250,64.05,4,sustained_burst,1754402631,5.1,42.89
27,257.1,1872,733,2.3,20.3,4,60.84,0.0734,0.1254,0.0959,0.1142,178.6,250,64.27,5,sustained_burst,1754402636,2.9,25.17
23,221.4,2114,748,2.6,20.3,4,64.62,0.0706,0.0944,0.0853,0.0929,176.2,250,55.34,6,sustained_burst,1754402641,3.4,19.58
24,223.9,1654,576,2.6,20.3,4,65.18,0.0715,0.1187,0.089,0.0981,174.8,250,55.97,7,sustained_burst,1754402646,2.6,19.49
22,47.5,2048,92,2.8,20.3,4,95.51,0.0796,0.1148,0.1097,0.1148,174.8,249,11.88,9,sustained_burst,1754402651,1.9,0.53
21,273.9,1800,1548,2.6,20.3,4,14.0,0.0731,0.1232,0.0924,0.1049,177.1,250,68.47,10,sustained_burst,1754402659,5.7,58.88
37,372.9,1408,1408,2.6,20.3,4,0.0,0.0733,1.0738,0.0909,0.1043,399.4,500,93.21,1,cpu_spike,1754402670,3.8,93.21
46,606.0,1064,1064,2.6,20.3,4,0.0,0.0736,0.1385,0.0962,0.119,402.9,500,151.49,2,cpu_spike,1754402674,1.8,151.49
45,517.6,1134,841,2.3,20.3,4,25.84,0.0721,0.1267,0.0915,0.0988,399.9,500,129.39,3,cpu_spike,1754402677,1.6,95.96
37,216.5,1352,312,3.4,20.3,4,76.92,0.0731,0.1032,0.0931,0.0991,402.8,499,54.12,4,cpu_spike,1754402681,1.4,12.49
50,277.7,1272,339,3.4,20.3,4,73.35,0.072,0.1005,0.0914,0.096,396.8,500,69.41,5,cpu_spike,1754402684,1.2,18.5
42,273.3,1514,460,3.3,20.3,4,69.62,0.0709,1.084,0.0868,0.095,403.8,500,68.32,6,cpu_spike,1754402688,1.7,20.76
37,404.3,1200,814,3.7,20.3,4,32.17,0.0726,0.2102,0.1025,0.1901,401.6,500,101.07,10,cpu_spike,1754402696,2.0,68.56
16,231.9,1208,1208,4.2,20.3,4,0.0,0.0685,0.1165,0.0826,0.0915,61.8,100,57.98,1,io_heavy,1754402708,5.2,57.98
20,251.2,864,491,4.2,20.3,4,43.17,0.0672,0.09,0.0833,0.0866,64.2,100,62.8,2,io_heavy,1754402712,2.0,35.69
23,205.8,1122,333,4.1,20.3,4,70.32,0.0668,0.1552,0.0827,0.0895,62.6,100,51.45,3,io_heavy,1754402716,1.6,15.27
16,178.1,1152,447,3.6,20.3,4,61.2,0.0673,0.0884,0.0815,0.0845,62.3,100,44.52,4,io_heavy,1754402720,2.5,17.27
16,85.0,1000,112,2.7,20.3,4,88.8,0.0692,0.0929,0.0895,0.0909,63.4,100,21.24,10,io_heavy,1754402728,1.3,2.38
78,793.6,2078,2078,2.2,20.3,4,0.0,0.096,0.1822,0.1444,0.1651,249.0,350,198.4,1,concurrency_test,1754402738,2.6,198.4
61,411.3,2064,887,2.1,20.3,4,57.03,0.0781,0.1497,0.1198,0.1396,251.4,350,102.83,2,concurrency_test,1754402742,2.2,44.19
67,135.0,2322,292,1.9,20.3,4,87.42,0.0942,0.1562,0.141,0.1522,255.1,350,33.76,3,concurrency_test,1754402747,2.2,4.24
52,365.3,2352,997,2.2,20.4,4,57.61,0.0816,0.1309,0.1067,0.1172,249.1,350,91.33,4,concurrency_test,1754402751,2.7,38.71
65,255.9,2876,727,1.7,20.4,4,74.72,0.0841,0.1672,0.1401,0.1581,252.3,350,63.97,5,concurrency_test,1754402756,2.8,16.17
57,263.6,2858,752,2.7,20.4,4,73.69,0.0788,0.1637,0.13,0.1536,250.2,350,65.9,6,concurrency_test,1754402761,2.9,17.34
58,278.2,2054,575,2.7,20.4,4,72.01,0.0794,0.1737,0.1373,0.1576,244.9,350,69.55,7,concurrency_test,1754402765,2.1,19.47
69,10.0,2872,25,3.0,20.4,4,99.13,0.1182,0.1327,0.1317,0.1327,262.7,350,2.49,8,concurrency_test,1754402770,2.5,0.02
79,171.6,2140,364,3.3,20.4,4,82.99,0.1113,0.1974,0.1653,0.172,250.5,350,42.89,9,concurrency_test,1754402774,2.1,7.3
52,393.9,2972,1255,3.2,20.4,4,57.77,0.0705,0.1542,0.0954,0.129,251.9,350,98.49,10,concurrency_test,1754402779,3.2,41.59
38,514.8,556,556,2.9,20.4,4,0.0,0.0692,0.1289,0.0979,0.108,173.7,300,128.7,1,morning_ramp,1754402788,1.1,128.7
21,307.2,528,528,2.8,20.3,4,0.0,0.0663,0.0863,0.0811,0.0851,178.9,300,76.81,2,morning_ramp,1754402791,1.7,76.81
27,396.4,1046,1046,2.6,20.3,4,0.0,0.0669,0.1413,0.0835,0.1214,177.5,300,99.1,3,morning_ramp,1754402796,2.6,99.1
12,170.6,1104,1104,2.5,20.3,4,0.0,0.0697,0.1048,0.0828,0.0932,174.0,300,42.65,4,morning_ramp,1754402805,6.5,42.65
25,362.4,944,944,2.8,20.4,4,0.0,0.068,0.1037,0.0839,0.0877,176.8,300,90.59,5,morning_ramp,1754402809,2.6,90.59
17,142.3,1428,300,2.8,20.4,4,78.99,0.067,0.0866,0.0822,0.0859,187.6,300,35.57,6,morning_ramp,1754402814,2.1,7.47
18,261.3,510,510,2.6,20.4,4,0.0,0.0673,0.0889,0.0816,0.0849,173.7,299,65.33,7,morning_ramp,1754402818,2.0,65.33
29,262.9,842,302,2.7,20.3,4,64.13,0.0658,0.0919,0.0834,0.0869,172.6,300,65.72,8,morning_ramp,1754402821,1.1,23.57
39,307.6,680,267,2.7,20.3,4,60.74,0.0766,0.1543,0.1322,0.1513,173.2,300,76.9,9,morning_ramp,1754402824,0.9,30.19
12,162.1,800,800,2.8,20.3,4,0.0,0.0734,0.1154,0.0836,0.107,170.8,300,40.53,10,morning_ramp,1754402831,4.9,40.53
17,239.0,1008,1008,2.6,20.3,4,0.0,0.0706,0.1064,0.087,0.096,149.9,200,59.76,1,evening_decline,1754402842,4.2,59.76
26,307.7,664,396,2.5,20.3,4,40.36,0.0717,0.0946,0.0861,0.0908,151.9,200,76.92,2,evening_decline,1754402845,1.3,45.87
25,162.6,734,149,2.3,20.3,4,79.7,0.0775,0.16,0.0975,0.1016,151.9,199,40.65,3,evening_decline,1754402848,0.9,8.25
19,116.5,1048,158,2.0,20.3,4,84.92,0.0762,0.0961,0.0921,0.0961,149.7,200,29.11,9,evening_decline,1754402856,1.4,4.39
17,203.0,800,800,1.8,20.3,4,0.0,0.083,0.2026,0.134,0.2006,150.5,200,50.76,10,evening_decline,1754402862,3.9,50.76
48,627.8,956,956,1.5,20.3,4,0.0,0.0735,0.1111,0.0983,0.1074,276.2,400,156.95,1,lunch_spike,1754402870,1.5,156.95
